company_name,record_type,entity_type,stage,priority,status,days_since_last_contact,days_until_event,overdue_count,related_count,score,label
Golden Arts Wall Printing,meeting,lead,P2,High,scheduled,35,0,2,2,29.83,Medium
British Signs,followup,lead,P2,Medium,pending,20,0,2,4,30.33,Medium
Inchworm Creational LLP,meeting,deal,P2,Medium,scheduled,20,0,0,5,31.33,Medium
Sakura Signs Pvt Ltd,followup,deal,P2,Low,pending,9,0,0,0,18.5,Low
Megha sign and glow,followup,lead,P2,High,pending,35,0,3,2,33.83,High
Soft Touch,followup,lead,P2,High,pending,32,0,0,4,31.33,Medium
Sri Shivasai Creatives,meeting,lead,P2,High,scheduled,9,0,2,1,23.5,Low
Signage and Design,followup,deal,P2,High,pending,50,0,4,2,43.33,High
Vrutha 360,meeting,deal,P2,High,scheduled,0,0,1,3,29,Medium
Think grey ads pvt ltd,meeting,lead,P2,Low,scheduled,20,0,3,2,23.33,Low
Acutel Solutions,followup,lead,P2,Medium,pending,24,0,3,0,25,Medium
Advision Communication Pvt. Ltd.,followup,lead,P2,Low,pending,13,0,0,3,20.17,Low
Imthiyas Basha,followup,lead,P2,Low,pending,2,0,1,3,20.33,Low
Maya Digital,meeting,lead,P2,High,scheduled,55,0,4,3,39.17,High
Jyoti display pvt ltd,meeting,lead,P2,Medium,scheduled,9,0,1,2,20.5,Low
Penxels Creation,meeting,deal,P2,High,scheduled,51,0,4,3,43.5,High
S T ENTERPRISES,meeting,deal,P2,Low,scheduled,10,0,2,5,30.67,Medium
shade graphics,meeting,deal,P2,High,scheduled,13,0,5,3,39.17,High
K SQUARE ARCHITECTS,meeting,lead,P2,High,scheduled,41,0,4,2,34.83,High
SIGNAGE4U,meeting,deal,P2,Low,scheduled,11,0,0,3,22.83,Low
Ideal Creations,meeting,lead,P2,High,scheduled,31,0,2,2,29.17,Medium
SPL Advertising Pvt Ltd,meeting,lead,P2,Medium,scheduled,0,0,1,3,21,Low
Vivek traders,meeting,deal,P2,High,scheduled,36,0,5,4,45,High
LUCKY COPIERS,meeting,deal,P2,High,scheduled,55,0,2,2,38.17,High
Bigg Impact Advertising,followup,lead,P2,Low,pending,8,0,2,5,27.33,Medium
Maha Sai Enterprises,meeting,deal,P2,Medium,scheduled,34,0,3,0,29.67,Medium
Man Resources,followup,lead,P2,High,pending,39,0,3,0,30.5,Medium
LPFLEX Sign India Pvt. Ltd.,followup,deal,P2,Low,pending,15,0,2,1,25.5,Medium
RIGHT MEDIA,meeting,lead,P2,Low,scheduled,0,0,2,2,18,Low
PRISM Enterprises,meeting,deal,P2,Low,scheduled,54,0,3,2,34,High
SINE O CRAFT,meeting,lead,P2,Low,scheduled,8,0,1,2,17.33,Low
AMRIT SALES CORPORATION,followup,deal,P2,Low,pending,8,0,0,0,18.33,Low
Vedic Enterprises,followup,deal,P2,High,pending,56,0,2,1,38.33,High
Bright Sign World,followup,deal,P2,High,pending,45,0,4,2,42.5,High
Printex advertising,followup,deal,P2,High,pending,52,0,4,4,47.67,High
Creative Mind Works,meeting,deal,P2,Low,scheduled,38,0,3,2,31.33,Medium
Frames Cottage,meeting,lead,P2,Medium,scheduled,14,0,3,0,21.33,Low
MERAKI ENTERPRISE,followup,lead,P2,High,pending,48,0,4,2,38,High
